fiscal_year,Query_Run,Customer,SubCustomer,ServicesCategory,FundingMechanismClassification,USDATL,BBP1,WSARAreg,BBP2,BBP3,SumOfobligatedAmount,SumOfnumberOfActions
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Labor Hours,KRIEG,0,0,0,0,1588768.9100,17
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Time and Materials,WYNNE,0,0,0,0,48479975.6800,110
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Combination (two or more),GANSLER+,0,0,0,0,15949033.1000,7
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Combination (two or more),WYNNE,0,0,0,0,21393908.0100,201
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Cost No Fee,YOUNG,0,0,0,0,84848274.3400,93
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,2589800.0000,19
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Firm Fixed Price,GANSLER+,0,0,0,0,-80616.5200,5
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Labor Hours,YOUNG,0,0,0,0,470298.5000,25
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Army,MED,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Incentive,WYNNE,0,0,0,0,2061599.0000,7
2008,2015-03-19 16:42:44.597,Defense,Army,PAMS,Firm Fixed Price,YOUNG,0,0,0,0,6400250912.8700,39574
2008,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Award Fee,YOUNG,0,0,0,0,83063.5500,3
2008,2015-03-19 16:42:44.597,Defense,Army,PAMS,Labor Hours,KRIEG,0,0,0,0,265979799.4800,570
2008,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,GANSLER+,0,0,0,0,0.0000,1
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Cost No Fee,GANSLER+,0,0,0,0,15523368.6800,19
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Cost No Fee,WYNNE,0,0,0,0,10644209.5700,29
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,KRIEG,0,0,0,0,68759786.4500,47
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,ALDRIDGE,0,0,0,0,312441.0000,14
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Sharing,KRIEG,0,0,0,0,500000.0000,7
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,KRIEG,0,0,0,0,8449291501.3600,14542
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Award Fee,ALDRIDGE,0,0,0,0,0.0000,1
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Award Fee,YOUNG,0,0,0,0,6080551.2600,18
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,237824939.2900,45
2008,2015-03-19 16:42:44.597,Defense,Army,Products,Time and Materials,GANSLER+,0,0,0,0,96567624.1100,26
2008,2015-03-19 16:42:44.597,Defense,Army,R&D,Combination (two or more),KRIEG,0,0,0,0,380185811.8100,936
2005,2015-03-19 16:42:44.597,Defense,Air Force,Products,Fixed Price Incentive,KRIEG,0,0,0,0,65208020.0000,5
2005,2015-03-19 16:42:44.597,Defense,Air Force,Products,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,5858135.0000,10
2005,2015-03-19 16:42:44.597,Defense,Air Force,Products,Labor Hours,GANSLER+,0,0,0,0,223741.0000,1
2005,2015-03-19 16:42:44.597,Defense,Air Force,Products,Labor Hours,KRIEG,0,0,0,0,9743863.0000,17
2005,2015-03-19 16:42:44.597,Defense,Air Force,Products,Time and Materials,KRIEG,0,0,0,0,25871170.0000,63
2005,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Combination (two or more),WYNNE,0,0,0,0,2054632.0000,4
2005,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,425696044.0000,1357
2005,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,188474310.0000,310
2005,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Incentive,KRIEG,0,0,0,0,3428700.0000,1
2005,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Firm Fixed Price,ALDRIDGE,0,0,0,0,700266348.0000,113
2005,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Firm Fixed Price,GANSLER+,0,0,0,0,994959610.0000,156
2005,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Fixed Price Redetermination,GANSLER+,0,0,0,0,7064908.0000,9
2005,2015-03-19 16:42:44.597,Defense,Army,NULL,Combination (two or more),WYNNE,0,0,0,0,5986.0000,1
2005,2015-03-19 16:42:44.597,Defense,Army,NULL,Firm Fixed Price,ALDRIDGE,0,0,0,0,610982.0000,5
2005,2015-03-19 16:42:44.597,Defense,Army,ERS,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,1758044.0000,3
2005,2015-03-19 16:42:44.597,Defense,Army,ERS,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,30009022.0000,32
2005,2015-03-19 16:42:44.597,Defense,Army,ERS,Cost Plus Fixed Fee,WYNNE,0,0,0,0,334596368.0000,113
2005,2015-03-19 16:42:44.597,Defense,Army,ERS,Firm Fixed Price,ALDRIDGE,0,0,0,0,78679031.0000,838
2005,2015-03-19 16:42:44.597,Defense,Army,ERS,Firm Fixed Price,WYNNE,0,0,0,0,2401715644.0700,13924
2005,2015-03-19 16:42:44.597,Defense,Army,ERS,Fixed Price Award Fee,KRIEG,0,0,0,0,2758.0000,1
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Combination (two or more),KRIEG,0,0,0,0,399692.0200,10
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost No Fee,KRIEG,0,0,0,0,74451612.0000,2778
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost Plus Incentive,WYNNE,0,0,0,0,63990467.0000,30
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Level of Effort,ALDRIDGE,0,0,0,0,1661248.0000,3
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Level of Effort,WYNNE,0,0,0,0,10886489.0000,8
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price with Economic Price Adjustment,GANSLER+,0,0,0,0,31157574.0000,41
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,1565627.0000,30
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Labor Hours,KRIEG,0,0,0,0,29655.0000,3
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Not Reported,WYNNE,0,0,0,0,87951185.9200,647
2005,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Time and Materials,ALDRIDGE,0,0,0,0,13328698.0000,60
2005,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Fixed Fee,KRIEG,0,0,0,0,12932500.0000,9
2005,2015-03-19 16:42:44.597,Defense,Army,ICT,Not Reported,WYNNE,0,0,0,0,183247122.0000,1214
2005,2015-03-19 16:42:44.597,Defense,Army,MED,Cost Plus Award Fee,KRIEG,0,0,0,0,12201468.0000,3
2005,2015-03-19 16:42:44.597,Defense,Army,MED,Firm Fixed Price,ALDRIDGE,0,0,0,0,55003836.0000,630
2005,2015-03-19 16:42:44.597,Defense,Army,MED,Order Dependent (IDV only),WYNNE,0,0,0,0,0.0000,NULL
2005,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Fixed Fee,KRIEG,0,0,0,0,383423346.2700,536
2005,2015-03-19 16:42:44.597,Defense,Army,PAMS,Labor Hours,ALDRIDGE,0,0,0,0,73613938.0000,497
2005,2015-03-19 16:42:44.597,Defense,Army,PAMS,Labor Hours,WYNNE,0,0,0,0,143803604.4900,809
2005,2015-03-19 16:42:44.597,Defense,Army,PAMS,Not Reported,WYNNE,0,0,0,0,212423394.6200,2301
2008,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Incentive,GANSLER+,0,0,0,0,7519542.0000,7
2008,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Level of Effort,KRIEG,0,0,0,0,10360405.3800,128
2008,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Redetermination,GANSLER+,0,0,0,0,-2515962.8300,4
2008,2015-03-19 16:42:44.597,Defense,Army,R&D,Not Reported,WYNNE,0,0,0,0,595579.0000,22
2008,2015-03-19 16:42:44.597,Defense,Army,R&D,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Army,R&D,Time and Materials,ALDRIDGE,0,0,0,0,93427938.9600,200
2008,2015-03-19 16:42:44.597,Defense,DLA,ERS,Fixed Price Incentive,KRIEG,0,0,0,0,36395.0000,1
2008,2015-03-19 16:42:44.597,Defense,DLA,ERS,Time and Materials,YOUNG,0,0,0,0,59896.0000,4
2008,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Firm Fixed Price,ALDRIDGE,0,0,0,0,20772766.0800,70
2008,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Firm Fixed Price,WYNNE,0,0,0,0,43767555.1600,159
2008,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Redetermination,ALDRIDGE,0,0,0,0,345341.0400,5
2008,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Redetermination,YOUNG,0,0,0,0,20902783.3300,28
2008,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Not Reported,KRIEG,0,0,0,0,324030.0000,3
2008,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Not Reported,YOUNG,0,0,0,0,3905.5400,7
2008,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Time and Materials,KRIEG,0,0,0,0,1417274.0800,2
2008,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,539058211.9000,167
2008,2015-03-19 16:42:44.597,Defense,DLA,ICT,Combination (two or more),WYNNE,0,0,0,0,1931.0000,2
2008,2015-03-19 16:42:44.597,Defense,DLA,ICT,Firm Fixed Price,GANSLER+,0,0,0,0,1016892.0000,2
2008,2015-03-19 16:42:44.597,Defense,DLA,ICT,Fixed Price Incentive,WYNNE,0,0,0,0,12191518.7300,14
2008,2015-03-19 16:42:44.597,Defense,DLA,ICT,Labor Hours,KRIEG,0,0,0,0,6528235.9900,10
2008,2015-03-19 16:42:44.597,Defense,DLA,ICT,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Firm Fixed Price,YOUNG,0,0,0,0,146611882.8600,1478
2008,2015-03-19 16:42:44.597,Defense,DLA,Products,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,43064.0000,4
2008,2015-03-19 16:42:44.597,Defense,DLA,R&D,Not Reported,WYNNE,0,0,0,0,0.0000,4
2008,2015-03-19 16:42:44.597,Defense,MDA,FRS&C,Cost Plus Award Fee,KRIEG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,MDA,FRS&C,Cost Plus Fixed Fee,YOUNG,0,0,0,0,1091377.0000,2
2008,2015-03-19 16:42:44.597,Defense,MDA,ICT,Combination (two or more),KRIEG,0,0,0,0,272097.0000,6
2008,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Combination (two or more),KRIEG,0,0,0,0,92623488.2800,144
2008,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Cost No Fee,YOUNG,0,0,0,0,1611668.0000,4
2008,2015-03-19 16:42:44.597,Defense,MDA,Products,Combination (two or more),KRIEG,0,0,0,0,222182213.0000,15
2008,2015-03-19 16:42:44.597,Defense,MDA,Products,Not Reported,WYNNE,0,0,0,0,-418421.0000,8
2008,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,1312532.0000,1
2008,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Fixed Fee,WYNNE,0,0,0,0,787704.0000,11
2008,2015-03-19 16:42:44.597,Defense,MDA,R&D,Fixed Price Award Fee,WYNNE,0,0,0,0,24682805.0000,1
2008,2015-03-19 16:42:44.597,Defense,MilitaryHealth,ICT,Fixed Price Incentive,ALDRIDGE,0,0,0,0,68850.0000,1
2008,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Combination (two or more),WYNNE,0,0,0,0,720909667.6900,69
2008,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Firm Fixed Price,GANSLER+,0,0,0,0,-46284229.4500,9
2008,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Fixed Price Incentive,WYNNE,0,0,0,0,74157589.9700,47
2008,2015-03-19 16:42:44.597,Defense,Navy,NULL,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Navy,ERS,Combination (two or more),ALDRIDGE,0,0,0,0,-1378967.0000,2
2005,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,ALDRIDGE,0,0,0,0,294930641.0000,504
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,83914732.0000,29
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,WYNNE,0,0,0,0,8281511.0000,5
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Fixed Fee,WYNNE,0,0,0,0,312806653.0000,357
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,GANSLER+,0,0,0,0,43026303.0000,27
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Award Fee,WYNNE,0,0,0,0,187469047.8300,3
2005,2015-03-19 16:42:44.597,Defense,Army,R&D,Combination (two or more),ALDRIDGE,0,0,0,0,0.0000,3
2005,2015-03-19 16:42:44.597,Defense,Army,R&D,Combination (two or more),WYNNE,0,0,0,0,4742153.0000,13
2005,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,111824652.0000,291
2005,2015-03-19 16:42:44.597,Defense,Army,R&D,Firm Fixed Price,GANSLER+,0,0,0,0,113378087.0000,105
2005,2015-03-19 16:42:44.597,Defense,DLA,ERS,Firm Fixed Price,WYNNE,0,0,0,0,142770382.2700,2204
2005,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Combination (two or more),KRIEG,0,0,0,0,5374802.0500,4
2005,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price with Economic Price Adjustment,GANSLER+,0,0,0,0,233000.0000,3
2005,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Labor Hours,KRIEG,0,0,0,0,337014.0000,2
2005,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Not Reported,WYNNE,0,0,0,0,847240.0000,16
2005,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Not Reported,KRIEG,0,0,0,0,1543779.0000,7
2005,2015-03-19 16:42:44.597,Defense,DLA,ICT,Fixed Price Redetermination,KRIEG,0,0,0,0,37500.0000,1
2005,2015-03-19 16:42:44.597,Defense,DLA,ICT,Not Reported,WYNNE,0,0,0,0,119640093.0000,434
2005,2015-03-19 16:42:44.597,Defense,DLA,MED,Firm Fixed Price,ALDRIDGE,0,0,0,0,285662.0000,7
2005,2015-03-19 16:42:44.597,Defense,DLA,MED,Firm Fixed Price,WYNNE,0,0,0,0,1254022.0000,14
2005,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Firm Fixed Price,KRIEG,0,0,0,0,19856984.0100,260
2005,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Labor Hours,WYNNE,0,0,0,0,2172501.0000,35
2005,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Not Reported,WYNNE,0,0,0,0,38602911.0000,125
2005,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Time and Materials,ALDRIDGE,0,0,0,0,465416.0000,4
2005,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Time and Materials,WYNNE,0,0,0,0,19441379.3700,102
2005,2015-03-19 16:42:44.597,Defense,DLA,Products,Cost Plus Fixed Fee,WYNNE,0,0,0,0,848973.0000,5
2005,2015-03-19 16:42:44.597,Defense,DLA,Products,Fixed Price Award Fee,KRIEG,0,0,0,0,839985.0000,104
2005,2015-03-19 16:42:44.597,Defense,DLA,R&D,Firm Fixed Price,KRIEG,0,0,0,0,391910.0000,12
2005,2015-03-19 16:42:44.597,Defense,DLA,R&D,Fixed Price Incentive,WYNNE,0,0,0,0,1336110.0000,3
2005,2015-03-19 16:42:44.597,Defense,DLA,R&D,Labor Hours,WYNNE,0,0,0,0,258694.0000,1
2005,2015-03-19 16:42:44.597,Defense,MDA,ICT,Firm Fixed Price,WYNNE,0,0,0,0,144488.0000,10
2005,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Combination (two or more),ALDRIDGE,0,0,0,0,10930846.0000,14
2005,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Combination (two or more),WYNNE,0,0,0,0,76884777.0000,76
2005,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Firm Fixed Price,WYNNE,0,0,0,0,2853010.0000,8
2005,2015-03-19 16:42:44.597,Defense,MDA,Products,Not Reported,KRIEG,0,0,0,0,23306.0000,1
2005,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Award Fee,KRIEG,0,0,0,0,4536239.0000,2
2005,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,164946370.0000,55
2005,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Cost Plus Incentive,WYNNE,0,0,0,0,5928292428.0000,177
2005,2015-03-19 16:42:44.597,Defense,MilitaryHealth,PAMS,Fixed Price Redetermination,WYNNE,0,0,0,0,984011.0000,1
2005,2015-03-19 16:42:44.597,Defense,Navy,ERS,Combination (two or more),KRIEG,0,0,0,0,0.0000,1
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Fixed Price Award Fee,CARTER,0,0,0,0,37440112.6200,12
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,1313538.3800,16
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Labor Hours,KRIEG,0,0,0,0,9836092.5800,31
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Labor Hours,YOUNG,0,0,0,0,1257891.0400,40
2010,2015-03-19 16:42:44.597,Defense,Army,MED,Cost Plus Fixed Fee,WYNNE,0,0,0,0,29012.8300,3
2010,2015-03-19 16:42:44.597,Defense,Army,MED,Firm Fixed Price,CARTER,0,0,0,0,619713592.5100,6483
2010,2015-03-19 16:42:44.597,Defense,Army,MED,Fixed Price Award Fee,CARTER,0,0,0,0,475.7000,4
2010,2015-03-19 16:42:44.597,Defense,Army,MED,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Army,MED,Labor Hours,YOUNG,0,0,0,0,-553774.5200,5
2010,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Incentive,WYNNE,0,0,0,0,91532.2200,3
2010,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Sharing,KRIEG,0,0,0,0,0.0000,2
2010,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Sharing,YOUNG,0,0,0,0,0.0000,1
2010,2015-03-19 16:42:44.597,Defense,Army,PAMS,Firm Fixed Price,YOUNG,0,0,0,0,1396192235.7000,9872
2010,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Redetermination,KRIEG,0,0,0,0,97660.5100,3
2010,2015-03-19 16:42:44.597,Defense,Army,PAMS,Not Reported,CARTER,0,0,0,0,4301066.5300,91
2010,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,CARTER,0,0,0,0,2116859700.6200,2054
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Cost No Fee,GANSLER+,0,0,0,0,30566599.7200,21
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,WYNNE,0,0,0,0,143178174.2800,104
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Sharing,KRIEG,0,0,0,0,0.0000,2
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Sharing,YOUNG,0,0,0,0,16560.0000,3
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,KRIEG,0,0,0,0,2422291413.1300,3845
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,YOUNG,0,0,0,0,7934405520.7700,11384
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Incentive,YOUNG,0,0,0,0,146698574.1900,42
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Redetermination,KRIEG,0,0,0,0,121059557.6900,23
2010,2015-03-19 16:42:44.597,Defense,Army,Products,Not Reported,CARTER,0,0,0,0,932761.1200,146
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost No Fee,ALDRIDGE,0,0,0,0,10579826.0200,44
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Award Fee,CARTER,0,0,0,0,198700879.9700,93
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Fixed Fee,KRIEG,0,0,0,0,1751658704.7500,1080
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Incentive,GANSLER+,0,0,0,0,296559695.8400,45
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Level of Effort,KRIEG,0,0,0,0,6128461.0000,75
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Level of Effort,YOUNG,0,0,0,0,52962015.3000,265
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Labor Hours,CARTER,0,0,0,0,28933540.1800,131
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Not Reported,WYNNE,0,0,0,0,156372.7600,4
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Order Dependent (IDV only),CARTER,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Army,R&D,Time and Materials,ALDRIDGE,0,0,0,0,10426440.1100,82
2010,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Firm Fixed Price,WYNNE,0,0,0,0,25183883.6900,112
2010,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Redetermination,ALDRIDGE,0,0,0,0,316248.1200,9
2010,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Redetermination,WYNNE,0,0,0,0,6356682.3000,28
2010,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Not Reported,YOUNG,0,0,0,0,0.0000,1
2010,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Time and Materials,KRIEG,0,0,0,0,512311.0800,2
2010,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Fixed Price Award Fee,CARTER,0,0,0,0,3822.0000,3
2010,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,-12967623.1700,99
2010,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,511759287.0600,154
2010,2015-03-19 16:42:44.597,Defense,DLA,ICT,Firm Fixed Price,GANSLER+,0,0,0,0,2602158.7900,9
2010,2015-03-19 16:42:44.597,Defense,DLA,ICT,Labor Hours,KRIEG,0,0,0,0,-14221.7700,1
2010,2015-03-19 16:42:44.597,Defense,DLA,ICT,Labor Hours,YOUNG,0,0,0,0,-51871.4400,2
2010,2015-03-19 16:42:44.597,Defense,DLA,MED,Firm Fixed Price,CARTER,0,0,0,0,5690017.1700,43
2010,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Firm Fixed Price,YOUNG,0,0,0,0,78153267.6800,465
2010,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Time and Materials,CARTER,0,0,0,0,2939550.4200,30
2010,2015-03-19 16:42:44.597,Defense,DLA,Products,Firm Fixed Price,YOUNG,0,0,0,0,115088005.4100,1107
2010,2015-03-19 16:42:44.597,Defense,DLA,Products,Time and Materials,CARTER,0,0,0,0,81492.0000,2
2010,2015-03-19 16:42:44.597,Defense,DLA,R&D,Cost No Fee,CARTER,0,0,0,0,756072.0000,18
2010,2015-03-19 16:42:44.597,Defense,DLA,R&D,Cost Plus Award Fee,CARTER,0,0,0,0,340341.0000,1
2010,2015-03-19 16:42:44.597,Defense,DLA,R&D,Cost Plus Fixed Fee,KRIEG,0,0,0,0,-974.8000,2
2010,2015-03-19 16:42:44.597,Defense,MDA,ERS,Firm Fixed Price,CARTER,0,0,0,0,559950.1700,11
2010,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Cost Plus Fixed Fee,KRIEG,0,0,0,0,-3028.0300,1
2010,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Fixed Price Level of Effort,YOUNG,0,0,0,0,839219.9600,7
2010,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Labor Hours,CARTER,0,0,0,0,1030028.0000,7
2010,2015-03-19 16:42:44.597,Defense,MDA,Products,Cost Plus Award Fee,CARTER,0,0,0,0,35478281.0000,56
2010,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Award Fee,GANSLER+,0,0,0,0,772814633.3100,49
2010,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,-80665.4700,2
2010,2015-03-19 16:42:44.597,Defense,MDA,R&D,Firm Fixed Price,WYNNE,0,0,0,0,-27984.0100,2
2010,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Fixed Price Award Fee,CARTER,0,0,0,0,369792898.3600,76
2010,2015-03-19 16:42:44.597,Defense,MilitaryHealth,PAMS,Firm Fixed Price,YOUNG,0,0,0,0,347211.9000,4
2010,2015-03-19 16:42:44.597,Defense,MilitaryHealth,Products,Firm Fixed Price,KRIEG,0,0,0,0,191194.0500,6
2010,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost No Fee,KRIEG,0,0,0,0,11229187.1200,17
2010,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Award Fee,KRIEG,0,0,0,0,549412382.5100,1969
2010,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Award Fee,YOUNG,0,0,0,0,289359108.2200,1038
2010,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,-762035.0000,11
2010,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Incentive,CARTER,0,0,0,0,244012647.8200,197
2010,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price Award Fee,YOUNG,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price Incentive,GANSLER+,0,0,0,0,2414.0000,1
